Date,Close,High,Low,Open,Volume
2025-05-26,1429.0924072265625,1435.2676949623963,1419.430920923106,1426.3034970063507,4842944
2025-05-27,1416.44287109375,1431.2836233071982,1408.275539274527,1420.4269591196573,12640414
2025-05-28,1407.279541015625,1416.9409060075968,1405.0882196135674,1414.4508509493858,5944611
2025-05-29,1412.1600341796875,1414.3512339364067,1402.996558868143,1406.4826358531975,13771917
2025-05-30,1415.2476806640625,1424.9090454066043,1404.0921613404494,1412.3591925541664,13788484
2025-06-02,1408.0762939453125,1411.8612262898896,1390.0483195350275,1406.4826830156508,8098668
2025-06-03,1399.908935546875,1420.8253977642241,1397.8173136420837,1416.6421539546416,11252626
2025-06-04,1417.8372802734375,1420.0284799827916,1400.506473605418,1409.0722382665938,8126827
2025-06-05,1436.662109375,1448.913106617055,1417.9368477633755,1422.3193687346825,13716817
2025-06-06,1437.7576904296875,1445.7258660607492,1431.28354772945,1435.2676355449807,8182161
2025-06-09,1443.0367431640625,1451.70208605586,1439.5506661134996,1451.204075048637,7885125
2025-06-10,1432.777587890625,1448.1163503747662,1430.2875329933524,1444.2318404180787,7913181
2025-06-11,1443.13623046875,1462.7578142878924,1437.3592545136698,1440.0485867347081,8195700
2025-06-12,1435.865234375,1451.2039968882907,1428.6939248911115,1447.7179200254843,8828114
2025-06-13,1422.2198486328125,1429.7895915718395,1408.6739736495979,1418.335338487147,9757276
2025-06-16,1432.0804443359375,1436.6621211041454,1418.7337255535563,1421.223780491138,8458093
2025-06-17,1425.506591796875,1442.2398094911548,1420.12817043809,1442.2398094911548,10366599
2025-06-18,1424.4110107421875,1437.0605628519918,1420.028489708749,1424.3114328610282,6681735
2025-06-19,1427.598388671875,1434.1721095891817,1420.0285241646616,1424.4110453044384,10007230
2025-06-20,1460.367431640625,1465.148385952672,1422.4190171371765,1425.3075053013417,29010635
2025-06-23,1451.0048828125,1457.9770367383994,1436.2637087352834,1447.2199506188397,5989078
2025-06-24,1445.0286865234375,1469.1323689599471,1437.359244595668,1459.1721495093714,16402744
2025-06-25,1461.463134765625,1466.5428226679085,1454.690136506102,1458.1762135192969,7525851
2025-06-26,1489.3516845703125,1492.8377614283193,1459.2717484446844,1463.2558362824063,14657893
2025-06-27,1509.3717041015625,1515.9454247275912,1490.9452978220222,1493.4353527246628,11117052
2025-06-30,1494.630615234375,1518.734421010171,1490.0489382705405,1507.7781788170053,8409527
2025-07-01,1522.320068359375,1525.3081343971446,1494.132596769193,1494.630607775488,10368523
2025-07-02,1512.75830078125,1523.9136988316197,1502.6983810571346,1522.3200879079554,6361002
2025-07-03,1511.76220703125,1525.8060926058627,1506.9812529023668,1514.7502729656235,11283291
2025-07-04,1521.2244873046875,1523.913698138102,1511.1645675851503,1517.9375659885409,6603501
2025-07-07,1535.367919921875,1538.65484117058,1518.933556847784,1520.5271677380254,7251074
2025-07-08,1531.4833984375,1538.7544076502807,1524.1128113419518,1529.8897875590692,7171261
2025-07-09,1512.9573974609375,1544.8301010282516,1504.0927774643353,1530.586937987722,8870660
2025-07-10,1511.16455078125,1518.6347158851345,1501.5031858807802,1513.654605815878,10047129
2025-07-11,1489.2520751953125,1508.9733598189127,1484.3716645666439,1505.9852937598653,7234991
2025-07-14,1477.7977294921875,1494.0329360309418,1473.2160528053016,1486.263916129696,10311846
2025-07-15,1479.4910888671875,1490.5469086437597,1476.503022895967,1480.2878335086834,8132454
2025-07-16,1479.690185546875,1485.068728397248,1465.6463003598592,1467.1403332858122,10409983
2025-07-17,1470.52685546875,1483.674296790977,1468.0368005528198,1481.4830970988435,11854613
2025-07-18,1470.12841796875,1478.8934598804974,1463.2558421043927,1478.8934598804974,10296318
2025-07-21,1422.9169921875,1470.128458883213,1417.4388712363768,1459.1722169809668,22442744
2025-07-22,1407.179931640625,1426.2039275426996,1405.0881881707605,1421.721828538219,20396320
2025-07-23,1418.932861328125,1420.3273163904719,1408.7734859597779,1420.3273163904719,8354596
2025-07-24,1397.3192138671875,1417.3392306864348,1390.4466381154343,1413.554298653669,14740507
2025-07-25,1386.1636962890625,1395.4267490386208,1378.593953801798,1393.3351272649268,11854722
2025-07-28,1382.080078125,1402.199795115413,1379.490445288333,1386.7614543919697,7748361
2025-07-29,1411.4627685546875,1414.550412474214,1377.4984422704579,1377.4984422704579,10750072
2025-07-30,1404.4906005859375,1417.6381639620695,1395.7256799199,1412.458776601272,7209849
2025-07-31,1384.669677734375,1397.0203743336986,1376.7015020683227,1382.5780559389787,17065827
2025-08-01,1388.15576171875,1400.3073026227253,1378.7932525308158,1381.3828853186424,10321171
2025-08-04,1405.885009765625,1410.466686507784,1386.1637261382157,1389.5502251510159,6312820
2025-08-05,1386.1636962890625,1405.38696851784,1382.5780415934858,1405.38696851784,9315972
2025-08-06,1387.259521484375,1390.3471654369864,1377.797312271222,1386.3630773472378,5834312
2025-08-07,1383.8729248046875,1388.1557462486337,1360.5659868045632,1382.1796145349972,9976705
2025-08-08,1362.35888671875,1391.6418351007062,1359.569976594415,1379.4904158119157,8793606
2025-08-11,1380.6856689453125,1382.4785572067015,1355.7851185633474,1364.5501609316866,9997486
2025-08-12,1374.9088134765625,1396.3232867936674,1369.7294260490362,1376.4028464986861,12244664
2025-08-13,1377.0999755859375,1386.2634508216695,1372.0202877666845,1382.4785186353236,7457021
2025-08-14,1373.800048828125,1380.699951171875,1370.0999755859375,1377.300048828125,7126128
2025-08-18,1381.699951171875,1394.9000244140625,1377.0,1390.0,11785109
2025-08-19,1420.0999755859375,1421.0,1389.0999755859375,1390.0,14384719
2025-08-20,1413.0,1424.9000244140625,1410.0,1413.0,8725641
2025-08-21,1424.800048828125,1431.9000244140625,1420.300048828125,1425.0,11021323
2025-08-22,1409.199951171875,1423.4000244140625,1407.9000244140625,1420.0,5818868
2025-08-25,1412.5999755859375,1419.5,1405.699951171875,1414.699951171875,5979407
2025-08-26,1384.9000244140625,1410.0,1381.5999755859375,1408.0,12145259
2025-08-28,1385.9000244140625,1392.199951171875,1366.5,1389.9000244140625,13161813
2025-08-29,1357.199951171875,1403.5,1350.0,1381.0999755859375,18758842
2025-09-01,1353.9000244140625,1363.199951171875,1340.5999755859375,1356.0,11232238
2025-09-02,1366.5,1384.5,1354.5,1354.800048828125,11517006
2025-09-03,1372.5999755859375,1376.5,1360.5,1369.699951171875,7847563
2025-09-04,1359.300048828125,1374.0,1357.0999755859375,1371.800048828125,13223177
2025-09-05,1375.0,1381.0,1359.300048828125,1363.0,5777575
2025-09-08,1378.5,1386.0,1372.4000244140625,1380.0,6986720
2025-09-09,1376.199951171875,1381.199951171875,1368.699951171875,1376.5999755859375,9754452
2025-09-10,1377.0,1388.5,1374.0999755859375,1383.9000244140625,7790815
2025-09-11,1383.300048828125,1385.5,1375.0,1376.0,9766072
2025-09-12,1395.0,1396.300048828125,1380.5,1383.300048828125,7403368
2025-09-15,1399.300048828125,1400.800048828125,1388.5999755859375,1393.0,5396697
2025-09-16,1405.300048828125,1408.0,1398.199951171875,1404.699951171875,8686961
2025-09-17,1413.800048828125,1416.199951171875,1406.9000244140625,1407.0,7519417
2025-09-18,1415.0,1422.0,1410.699951171875,1420.4000244140625,9332642
2025-09-19,1407.4000244140625,1417.0,1403.5999755859375,1414.9000244140625,13461373
2025-09-22,1390.5999755859375,1410.699951171875,1388.0,1403.9000244140625,7757970
2025-09-23,1389.800048828125,1395.0,1376.800048828125,1391.0,14014702
2025-09-24,1383.0,1396.0,1380.4000244140625,1385.300048828125,5922759
2025-09-25,1372.4000244140625,1384.5,1369.0,1381.300048828125,11411143
2025-09-26,1377.5999755859375,1382.699951171875,1366.0,1372.0,9879109
2025-09-29,1372.800048828125,1389.0,1368.0,1381.5999755859375,14231999
2025-09-30,1364.0,1377.0999755859375,1362.800048828125,1377.0999755859375,14604684
2025-10-01,1368.699951171875,1378.5999755859375,1362.699951171875,1367.0,12045916
2025-10-03,1363.4000244140625,1371.5999755859375,1356.9000244140625,1363.199951171875,12842347
2025-10-06,1375.0,1377.4000244140625,1359.0,1360.0,12396580
2025-10-07,1384.800048828125,1395.9000244140625,1375.9000244140625,1376.0,11244040
2025-10-08,1367.4000244140625,1389.0,1364.5,1384.800048828125,8525081
2025-10-09,1377.800048828125,1380.0,1369.0999755859375,1374.0,8826633
2025-10-10,1381.699951171875,1388.0,1375.0999755859375,1377.800048828125,6373084
2025-10-13,1375.0,1377.699951171875,1367.800048828125,1376.9000244140625,7600682
2025-10-14,1375.9000244140625,1388.0,1370.0999755859375,1380.0,9768174
2025-10-15,1374.300048828125,1384.0,1372.699951171875,1383.0,10882743
2025-10-16,1398.300048828125,1400.5,1375.0,1375.0999755859375,12315932
2025-10-17,1416.800048828125,1423.300048828125,1399.0999755859375,1401.0,19335561
2025-10-20,1466.800048828125,1473.800048828125,1433.300048828125,1440.0,24721978
2025-10-21,1465.199951171875,1474.0,1460.0,1468.0,2066169
2025-10-23,1448.4000244140625,1482.9000244140625,1444.5999755859375,1475.0,18707090
2025-10-24,1451.5999755859375,1459.800048828125,1441.0,1450.0,9700837
2025-10-27,1484.0999755859375,1485.0,1458.0,1463.0,14113867
2025-10-28,1486.9000244140625,1492.0,1477.5999755859375,1484.0999755859375,17631577
2025-10-29,1504.199951171875,1508.300048828125,1488.0999755859375,1490.0,11884745
2025-10-30,1488.5,1503.0999755859375,1484.0,1500.0,9318663
2025-10-31,1486.4000244140625,1497.5,1482.300048828125,1490.4000244140625,8758053
2025-11-03,1484.699951171875,1495.0,1479.300048828125,1486.0,8452085
2025-11-04,1473.0999755859375,1492.800048828125,1470.0999755859375,1483.9000244140625,10007806
2025-11-06,1496.0999755859375,1501.5999755859375,1476.199951171875,1484.0,16772678
2025-11-07,1478.0,1498.4000244140625,1475.9000244140625,1494.5999755859375,7821765
2025-11-10,1489.300048828125,1501.0,1475.5,1477.9000244140625,7068438
2025-11-11,1493.4000244140625,1498.800048828125,1480.199951171875,1497.0,7127506
2025-11-12,1511.5,1524.699951171875,1500.0,1505.0,12384459
2025-11-13,1510.9000244140625,1522.0999755859375,1506.800048828125,1515.0,7196443
2025-11-14,1518.9000244140625,1520.9000244140625,1505.5,1505.5,7682823
2025-11-17,1518.300048828125,1523.699951171875,1511.5,1520.9000244140625,5871416
2025-11-18,1519.4000244140625,1527.800048828125,1510.5,1521.699951171875,11045042
2025-11-19,1518.9000244140625,1522.300048828125,1512.0,1517.4000244140625,5692366
2025-11-20,1549.0999755859375,1550.9000244140625,1526.699951171875,1530.0,18171724
2025-11-21,1546.5999755859375,1557.800048828125,1540.0999755859375,1541.0,9615271
2025-11-24,1535.9000244140625,1550.0,1531.800048828125,1550.0,18433951
2025-11-25,1539.699951171875,1559.5999755859375,1525.0999755859375,1535.9000244140625,15033482
2025-11-26,1569.9000244140625,1571.5999755859375,1540.5,1542.300048828125,14054299
2025-11-27,1563.4000244140625,1575.5,1556.0,1575.0,9794643
2025-11-28,1567.5,1581.300048828125,1563.0,1568.0,8959508
2025-12-01,1566.0999755859375,1577.5,1563.5999755859375,1575.0,8920233
2025-12-02,1546.300048828125,1567.5,1542.0,1561.0999755859375,11389150
2025-12-03,1538.800048828125,1552.4000244140625,1533.0,1545.199951171875,6090883
2025-12-04,1535.5999755859375,1560.5,1517.5999755859375,1536.0,11867930
2025-12-05,1540.5999755859375,1545.800048828125,1520.5999755859375,1530.4000244140625,10183266
2025-12-08,1543.0,1551.0,1535.0,1539.199951171875,11301491
2025-12-09,1529.4000244140625,1542.5,1520.0999755859375,1540.300048828125,11503971
2025-12-10,1536.9000244140625,1547.5,1531.4000244140625,1534.0,7991629
2025-12-11,1545.0,1550.0,1524.0,1536.9000244140625,4706197
2025-12-12,1556.5,1559.800048828125,1546.0999755859375,1550.800048828125,5106655
2025-12-15,1556.199951171875,1558.5999755859375,1546.5,1551.199951171875,5774543
2025-12-16,1542.300048828125,1551.699951171875,1538.800048828125,1545.0,11731856
2025-12-17,1544.4000244140625,1550.0,1539.300048828125,1550.0,7116649
2025-12-18,1544.4000244140625,1551.5,1535.199951171875,1535.199951171875,6580829
2025-12-19,1565.0999755859375,1574.199951171875,1551.0,1554.4000244140625,13937275
2025-12-22,1575.4000244140625,1577.5,1565.300048828125,1573.5,10184852
2025-12-23,1570.699951171875,1580.9000244140625,1568.0999755859375,1580.9000244140625,7506564
2025-12-24,1558.199951171875,1575.699951171875,1553.5999755859375,1572.699951171875,8815745
2025-12-26,1559.199951171875,1561.0,1554.300048828125,1554.699951171875,2311495
2025-12-29,1545.5999755859375,1558.0999755859375,1543.5999755859375,1554.9000244140625,5972105
2025-12-30,1539.800048828125,1553.5999755859375,1537.800048828125,1547.0,8815884
2025-12-31,1570.4000244140625,1577.0,1541.0,1541.0,5771830
2026-01-01,1575.5999755859375,1592.5,1571.0999755859375,1573.699951171875,6408128
2026-01-02,1592.300048828125,1594.5999755859375,1578.199951171875,1580.0,6602230
2026-01-05,1578.0999755859375,1611.800048828125,1575.300048828125,1593.0,8704973
2026-01-06,1507.5999755859375,1569.0,1496.300048828125,1569.0,27417125
2026-01-07,1504.199951171875,1520.0,1498.0,1510.0,11199340
2026-01-08,1470.5999755859375,1503.9000244140625,1468.800048828125,1500.0,16518684
2026-01-09,1475.300048828125,1479.9000244140625,1465.0,1465.0,8335311
2026-01-12,1483.199951171875,1485.300048828125,1451.0,1475.300048828125,8883745
2026-01-13,1452.800048828125,1485.800048828125,1444.699951171875,1485.0,13499760
2026-01-14,1458.800048828125,1467.0,1440.199951171875,1444.0,8321764
2026-01-15,1458.800048828125,1458.800048828125,1458.800048828125,1458.800048828125,0
2026-01-16,1457.9000244140625,1480.0,1455.0999755859375,1458.800048828125,17167161
2026-01-19,1413.5999755859375,1450.5999755859375,1403.300048828125,1450.5999755859375,20392765
2026-01-20,1394.0,1416.0,1390.0,1410.699951171875,13189498
2026-01-21,1404.5999755859375,1412.9000244140625,1373.0,1389.5,17352720
2026-01-22,1402.5,1419.5,1395.0,1410.0999755859375,15721693
2026-01-23,1386.0999755859375,1407.0,1381.0,1401.800048828125,9837802
2026-01-27,1380.5,1391.5999755859375,1368.0,1380.0,26302396
2026-01-28,1396.699951171875,1409.9000244140625,1384.9000244140625,1385.0,11121657
2026-01-29,1391.0,1402.9000244140625,1384.0,1402.9000244140625,20846683
2026-01-30,1395.4000244140625,1398.0,1378.5,1382.5999755859375,11239835
2026-02-02,1390.4000244140625,1392.9000244140625,1335.5,1340.0,15711165
2026-02-03,1437.0999755859375,1489.5,1430.199951171875,1473.9000244140625,25456171
2026-02-04,1456.800048828125,1464.0,1440.300048828125,1444.0,8333387
2026-02-05,1443.4000244140625,1461.5,1439.5,1457.0,11763658
2026-02-06,1450.800048828125,1452.800048828125,1433.5,1441.5,8277304
2026-02-09,1461.5999755859375,1465.9000244140625,1453.0,1458.0,5775864
2026-02-10,1458.5,1471.0,1452.199951171875,1471.0,10259630
2026-02-11,1468.699951171875,1470.0,1453.5999755859375,1459.5999755859375,7106877
2026-02-12,1448.9000244140625,1473.0,1445.5,1470.0,11135399
2026-02-13,1419.5999755859375,1450.699951171875,1416.300048828125,1445.5,10755693
2026-02-16,1437.0999755859375,1439.5999755859375,1409.300048828125,1420.0999755859375,5896514
2026-02-17,1423.0,1431.800048828125,1418.5999755859375,1431.0999755859375,10731630
2026-02-18,1441.300048828125,1442.0999755859375,1419.199951171875,1427.0,5521096
2026-02-19,1409.5,1443.0,1400.0,1443.0,11884664
2026-02-20,1419.4000244140625,1427.4000244140625,1406.0999755859375,1409.5,8177670
2026-02-23,1428.0,1434.9000244140625,1418.300048828125,1425.0,7758856
2026-02-24,1428.800048828125,1433.300048828125,1415.0,1425.300048828125,12529409
2026-02-25,1398.5,1440.5,1393.5,1435.0,10728792
2026-02-26,1406.800048828125,1412.9000244140625,1391.9000244140625,1398.5,16683858
2026-02-27,1393.9000244140625,1410.4000244140625,1388.0999755859375,1398.0,12031440
2026-03-02,1358.0,1378.5999755859375,1341.5,1375.5,23728722
2026-03-04,1345.0,1352.800048828125,1307.0,1330.0,32495007
2026-03-05,1389.4000244140625,1399.0,1353.0999755859375,1353.0999755859375,25957532
2026-03-06,1404.800048828125,1424.300048828125,1390.300048828125,1396.5,19311971
2026-03-09,1424.0,1429.4000244140625,1370.0,1375.0,24870822
2026-03-10,1408.800048828125,1431.5,1400.5999755859375,1430.5999755859375,18071259
2026-03-11,1390.199951171875,1434.0,1383.5999755859375,1424.9000244140625,21848087
2026-03-12,1392.199951171875,1410.9000244140625,1381.0999755859375,1390.0,20939959
2026-03-13,1380.699951171875,1400.800048828125,1378.4000244140625,1385.199951171875,17265090
2026-03-16,1395.0999755859375,1397.300048828125,1363.5,1380.0,22837802
2026-03-17,1397.5999755859375,1405.9000244140625,1388.199951171875,1399.0,19007744
